gene_symbol	phenotypes
SIGMAR1	"?Amyotrophic lateral sclerosis 16, juvenile, 614373 (3), Autosomal recessive; ?Spinal muscular atrophy, distal, autosomal recessive, 2, 605726 (3), Autosomal recessive"
GALT	"Galactosemia, 230400 (3), Autosomal recessive"
IL11RA	"Craniosynostosis and dental anomalies, 614188 (3), Autosomal recessive"
VCP	"Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia 1, 167320 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 2Y, 616687 (3), Autosomal dominant; Amyotrophic lateral sclerosis 14, with or without frontotemporal dementia, 613954 (3)"
FANCG	"Fanconi anemia, complementation group G, 614082 (3)"
PIGO	"Hyperphosphatasia with mental retardation syndrome 2, 614749 (3), Autosomal recessive"
RUSC2	"Mental retardation, autosomal recessive 61, 617773 (3), Autosomal recessive"
RMRP	"Anauxetic dysplasia 1, 607095 (3), Autosomal recessive; Cartilage-hair hypoplasia, 250250 (3), Autosomal recessive; Metaphyseal dysplasia without hypotrichosis, 250460 (3), Autosomal recessive"
TPM2	"Nemaline myopathy 4, autosomal dominant, 609285 (3), Autosomal dominant; Arthrogryposis, distal, type 2B4, 108120 (3), Autosomal dominant; Arthrogryposis, distal, type 1A, 108120 (3), Autosomal dominant; CAP myopathy 2, 609285 (3), Autosomal dominant"
GBA2	"Spastic paraplegia 46, autosomal recessive, 614409 (3), Autosomal recessive"
NPR2	"Short stature with nonspecific skeletal abnormalities, 616255 (3), Autosomal dominant; Epiphyseal chondrodysplasia, Miura type, 615923 (3), Autosomal dominant; Acromesomelic dysplasia, Maroteaux type, 602875 (3), Autosomal recessive"
GNE	"Sialuria, 269921 (3), Autosomal dominant; Nonaka myopathy, 605820 (3), Autosomal recessive"
PAX5	"{Leukemia, acute lymphoblastic, susceptibility to, 3}, 615545 (3)"
GRHPR	"Hyperoxaluria, primary, type II, 260000 (3), Autosomal recessive"
EXOSC3	"Pontocerebellar hypoplasia, type 1B, 614678 (3), Autosomal recessive"
PRKACG	"?Bleeding disorder, platelet-type, 19, 616176 (3), Autosomal recessive"
FXN	"Friedreich ataxia with retained reflexes, 229300 (3), Autosomal recessive; Friedreich ataxia, 229300 (3), Autosomal recessive"
TJP2	"Cholestasis, progressive familial intrahepatic 4, 615878 (3), Autosomal recessive; Hypercholanemia, familial, 607748 (3), Autosomal recessive"
MIR204	"?Retinal dystrophy and iris coloboma with or without cataract, 616722 (3), Autosomal dominant"
TMC1	"Deafness, autosomal recessive 7, 600974 (3), Autosomal recessive; Deafness, autosomal dominant 36, 606705 (3), Autosomal dominant"
RORB	"{Epilepsy, idiopathic generalized, susceptibility to, 15}, 618357 (3), Autosomal dominant"
TRPM6	"Hypomagnesemia 1, intestinal, 602014 (3), Autosomal recessive"
VPS13A	"Choreoacanthocytosis, 200150 (3), Autosomal recessive"
GNAQ	"Sturge-Weber syndrome, somatic, mosaic, 185300 (3); Capillary malformations, congenital, 1, somatic, mosaic, 163000 (3)"
CEP78	"Cone-rod dystrophy and hearing loss, 617236 (3), Autosomal recessive"
PSAT1	"Neu-Laxova syndrome 2, 616038 (3), Autosomal recessive; ?Phosphoserine aminotransferase deficiency, 610992 (3), Autosomal recessive"
HNRNPK	"Au-Kline syndrome, 616580 (3), Autosomal dominant"
NTRK2	"Obesity, hyperphagia, and developmental delay, 613886 (3), Autosomal dominant; Epileptic encephalopathy, early infantile, 58, 617830 (3), Autosomal dominant"
AGTPBP1	"Neurodegeneration, childhood-onset, with cerebellar atrophy, 618276 (3), Autosomal recessive"
ISCA1	"Multiple mitochondrial dysfunctions syndrome 5, 617613 (3), Autosomal recessive"
SECISBP2	"Thyroid hormone metabolism, abnormal, 609698 (3), Autosomal recessive"
AUH	"3-methylglutaconic aciduria, type I, 250950 (3), Autosomal recessive"
ROR2	"Brachydactyly, type B1, 113000 (3), Autosomal dominant; Robinow syndrome, autosomal recessive, 268310 (3), Autosomal recessive"
SPTLC1	"Neuropathy, hereditary sensory and autonomic, type IA, 162400 (3), Autosomal dominant"
IARS1	"Growth retardation, impaired intellectual development, hypotonia, and hepatopathy, 617093 (3), Autosomal recessive"
ASPN	"{Osteoarthritis susceptibility 3}, 607850 (3), Autosomal dominant; {Lumbar disc degeneration}, 603932 (3)"
BICD2	"Spinal muscular atrophy, lower extremity-predominant, 2B, autosomal dominant, 618291 (3), Autosomal dominant; Spinal muscular atrophy, lower extremity-predominant, 2A, autosomal dominant, 615290 (3), Autosomal dominant"
FBP1	"Fructose-1,6-bisphosphatase deficiency, 229700 (3), Autosomal recessive"
FANCC	"Fanconi anemia, complementation group C, 227645 (3), Autosomal recessive"
PTCH1	"Basal cell carcinoma, somatic, 605462 (3); Basal cell nevus syndrome, 109400 (3), Autosomal dominant; Holoprosencephaly 7, 610828 (3), Autosomal dominant"
ERCC6L2	"Bone marrow failure syndrome 2, 615715 (3), Autosomal recessive"
HSD17B3	"Pseudohermaphroditism, male, with gynecomastia, 264300 (3), Autosomal recessive"
TDRD7	"Cataract 36, 613887 (3), Autosomal recessive"
XPA	"Xeroderma pigmentosum, group A, 278700 (3), Autosomal recessive"
FOXE1	"Bamforth-Lazarus syndrome, 241850 (3), Autosomal recessive; {Thyroid cancer, nonmedullary, 4}, 616534 (3), Autosomal dominant"
NANS	"Spondyloepimetaphyseal dysplasia, Camera-Genevieve type, 610442 (3), Autosomal recessive"
GABBR2	"Neurodevelopmental disorder with poor language and loss of hand skills, 617903 (3), Autosomal dominant; Epileptic encephalopathy, early infantile, 59, 617904 (3), Autosomal dominant; {Nicotine dependence, susceptibility to}, 188890 (3); {Nicotine dependence, protection against}, 188890 (3)"
ANKS6	"Nephronophthisis 16, 615382 (3), Autosomal recessive"
GALNT12	"{Colorectal cancer, susceptibility to, 1}, 608812 (3)"
TGFBR1	"Loeys-Dietz syndrome 1, 609192 (3), Autosomal dominant; {Multiple self-healing squamous epithelioma, susceptibility to}, 132800 (3), Autosomal dominant"
ALG2	"Myasthenic syndrome, congenital, 14, with tubular aggregates, 616228 (3), Autosomal recessive; ?Congenital disorder of glycosylation, type Ii, 607906 (3), Autosomal recessive"
NR4A3	"Chondrosarcoma, extraskeletal myxoid, 612237 (3)"
INVS	"Nephronophthisis 2, infantile, 602088 (3), Autosomal recessive"
BAAT	"Hypercholanemia, familial, 607748 (3), Autosomal recessive"
ALDOB	"Fructose intolerance, hereditary, 229600 (3), Autosomal recessive"
ABCA1	"HDL deficiency, familial, 1, 604091 (3); Tangier disease, 205400 (3), Autosomal recessive"
FKTN	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4, 611588 (3), Autosomal recessive; Cardiomyopathy, dilated, 1X, 611615 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital without mental retardation), type B, 4, 613152 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4, 253800 (3), Autosomal recessive"
TAL2	"Leukemia, T-cell acute lymphocytic, somatic, 613065 (3)"
TMEM38B	"Osteogenesis imperfecta, type XIV, 615066 (3)"
ZNF462	"Weiss-Kruszka syndrome, 618619 (3), Autosomal dominant"
ELP1	"Dysautonomia, familial, 223900 (3), Autosomal recessive"
FRRS1L	"Epileptic encephalopathy, early infantile, 37, 616981 (3), Autosomal recessive"
MUSK	"Fetal akinesia deformation sequence 1, 208150 (3), Autosomal recessive; Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency, 616325 (3), Autosomal recessive"
PRPF4	"Retinitis pigmentosa 70, 615922 (3), Autosomal dominant"
ALAD	"Porphyria, acute hepatic, 612740 (3), Autosomal recessive; {Lead poisoning, susceptibility to}, 612740 (3), Autosomal recessive"
COL27A1	"Steel syndrome, 615155 (3), Autosomal recessive"
WHRN	"Deafness, autosomal recessive 31, 607084 (3), Autosomal recessive; Usher syndrome, type 2D, 611383 (3), Autosomal recessive"
TNC	"Deafness, autosomal dominant 56, 615629 (3), Autosomal dominant"
TRIM32	"?Bardet-Biedl syndrome 11, 615988 (3), Autosomal recessive; Muscular dystrophy, limb-girdle, autosomal recessive 8, 254110 (3), Autosomal recessive"
CDK5RAP2	"Microcephaly 3, primary, autosomal recessive, 604804 (3), Autosomal recessive"
C5	"[Eculizumab, poor response to], 615749 (3), Autosomal dominant; C5 deficiency, 609536 (3)"
GSN	"Amyloidosis, Finnish type, 105120 (3), Autosomal dominant"
CRB2	"Ventriculomegaly with cystic kidney disease, 219730 (3), Autosomal recessive; Focal segmental glomerulosclerosis 9, 616220 (3), Autosomal recessive"
NR5A1	"Adrenocortical insufficiency, 612964 (3), Autosomal dominant; 46, XX sex reversal 4, 617480 (3), Autosomal dominant; Premature ovarian failure 7, 612964 (3), Autosomal dominant; Spermatogenic failure 8, 613957 (3), Autosomal dominant; 46XY sex reversal 3, 612965 (3), Autosomal dominant"
RPL35	"?Diamond-Blackfan anemia 19, 618312 (3), Autosomal dominant"
LMX1B	"Nail-patella syndrome, 161200 (3), Autosomal dominant"
LRSAM1	"Charcot-Marie-Tooth disease, axonal, type 2P, 614436 (3), Autosomal recessive, Autosomal dominant"
STXBP1	"Epileptic encephalopathy, early infantile, 4, 612164 (3), Autosomal dominant"
MIR2861	"[Bone mineral density QTL 15], 613418 (3), Autosomal recessive, Autosomal dominant"
ENG	"Telangiectasia, hereditary hemorrhagic, type 1, 187300 (3), Autosomal dominant"
AK1	"Hemolytic anemia due to adenylate kinase deficiency, 612631 (3), Autosomal recessive"
DPM2	"Congenital disorder of glycosylation, type Iu, 615042 (3), Autosomal recessive"
DNM1	"Epileptic encephalopathy, early infantile, 31, 616346 (3), Autosomal dominant"
COQ4	"Coenzyme Q10 deficiency, primary, 7, 616276 (3), Autosomal recessive"
SLC27A4	"Ichthyosis prematurity syndrome, 608649 (3)"
GLE1	"Congenital arthrogryposis with anterior horn cell disease, 611890 (3), Autosomal recessive; Lethal congenital contracture syndrome 1, 253310 (3), Autosomal recessive"
SPTAN1	"Epileptic encephalopathy, early infantile, 5, 613477 (3), Autosomal dominant"
WDR34	"Short-rib thoracic dysplasia 11 with or without polydactyly, 615633 (3), Autosomal recessive"
SET	"Mental retardation, autosomal dominant 58, 618106 (3), Autosomal dominant"
LRRC8A	"?Agammaglobulinemia 5, 613506 (3), Autosomal dominant"
DOLK	"Congenital disorder of glycosylation, type Im, 610768 (3), Autosomal recessive"
NUP188	"Sandestig-Stefanova syndrome, 618804 (3), Autosomal recessive"
CRAT	"?Neurodegeneration with brain iron accumulation 8, 617917 (3), Autosomal recessive"
TOR1A	"Dystonia-1, torsion, 128100 (3), Autosomal dominant; {Dystonia-1, modifier of} (3)"
ASS1	"Citrullinemia, 215700 (3), Autosomal recessive"
PRDM12	"Neuropathy, hereditary sensory and autonomic, type VIII, 616488 (3), Autosomal recessive"
EXOSC2	"Short stature, hearing loss, retinitis pigmentosa, and distinctive facies, 617763 (3), Autosomal recessive"
ABL1	"Leukemia, Philadelphia chromosome-positive, resistant to imatinib, 608232 (3), Somatic mutation; Congenital heart defects and skeletal malformations syndrome, 617602 (3), Autosomal dominant"
LAMC3	"Cortical malformations, occipital, 614115 (3), Autosomal recessive"
NUP214	"Leukemia, acute myeloid, somatic, 601626 (3); {Encephalopathy, acute, infection-induced, susceptibility to, 9}, 618426 (3), Autosomal recessive; Leukemia, T-cell acute lymphoblastic, somatic, 613065 (3)"
POMT1	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1, 609308 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, 236670 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1, 613155 (3), Autosomal recessive"
NTNG2	"Neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia, 618718 (3), Autosomal recessive"
SETX	"Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2, 606002 (3), Autosomal recessive; Amyotrophic lateral sclerosis 4, juvenile, 602433 (3), Autosomal dominant"
TSC1	"Tuberous sclerosis-1, 191100 (3), Autosomal dominant; Focal cortical dysplasia, type II, somatic, 607341 (3); Lymphangioleiomyomatosis, 606690 (3)"
GFI1B	"Bleeding disorder, platelet-type, 17, 187900 (3), Autosomal recessive, Autosomal dominant"
CEL	"Maturity-onset diabetes of the young, type VIII, 609812 (3), Autosomal dominant"
ABO	"[Blood group, ABO system], 616093 (3)"
SURF1	"Leigh syndrome, due to COX IV deficiency, 256000 (3), Mitochondrial, Autosomal recessive; Charcot-Marie-Tooth disease, type 4K, 616684 (3), Autosomal recessive"
ADAMTS13	"Thrombotic thrombocytopenic purpura, hereditary, 274150 (3), Autosomal recessive"
MYMK	"Carey-Fineman-Ziter syndrome, 254940 (3), Autosomal recessive"
ADAMTSL2	"Geleophysic dysplasia 1, 231050 (3), Autosomal recessive"
DBH	"Orthostatic hypotension 1, due to DBH deficiency, 223360 (3), Autosomal recessive"
SARDH	"[Sarcosinemia], 268900 (3), Autosomal recessive"
COL5A1	"Ehlers-Danlos syndrome, classic type, 1, 130000 (3), Autosomal dominant"
MRPS2	"Combined oxidative phosphorylation deficiency 36, 617950 (3), Autosomal recessive"
SOHLH1	"Ovarian dysgenesis 5, 617690 (3), Autosomal recessive; Spermatogenic failure 32, 618115 (3), Autosomal dominant"
KCNT1	"Epilepsy, nocturnal frontal lobe, 5, 615005 (3), Autosomal dominant; Epileptic encephalopathy, early infantile, 14, 614959 (3), Autosomal dominant"
LHX3	"Pituitary hormone deficiency, combined, 3, 221750 (3), Autosomal recessive"
CARD9	"Candidiasis, familial, 2, autosomal recessive, 212050 (3), Autosomal recessive"
PMPCA	"Spinocerebellar ataxia, autosomal recessive 2, 213200 (3), Autosomal recessive"
INPP5E	"Mental retardation, truncal obesity, retinal dystrophy, and micropenis, 610156 (3), Autosomal recessive; Joubert syndrome 1, 213300 (3), Autosomal recessive"
NOTCH1	"Aortic valve disease 1, 109730 (3), Autosomal dominant; Adams-Oliver syndrome 5, 616028 (3), Autosomal dominant"
AGPAT2	"Lipodystrophy, congenital generalized, type 1, 608594 (3), Autosomal recessive"
ABCA2	"Intellectual developmental disorder with poor growth and with or without seizures or ataxia, 618808 (3), Autosomal recessive"
MAN1B1	"Mental retardation, autosomal recessive 15, 614202 (3), Autosomal recessive"
GRIN1	"Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive, 617820 (3), Autosomal recessive; Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant, 614254 (3), Autosomal dominant"
TPRN	"Deafness, autosomal recessive 79, 613307 (3), Autosomal recessive"
SLC34A3	"Hypophosphatemic rickets with hypercalciuria, 241530 (3), Autosomal recessive"
TUBB4B	"Leber congenital amaurosis with early-onset deafness, 617879 (3), Autosomal dominant"
NSMF	"Hypogonadotropic hypogonadism 9 with or without anosmia, 614838 (3), Autosomal dominant"
EHMT1	"Kleefstra syndrome 1, 610253 (3), Autosomal dominant"
CACNA1B	"Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements, 618497 (3), Autosomal recessive"
TUBB8	"Oocyte maturation defect 2, 616780 (3), Autosomal recessive, Autosomal dominant"
ZMYND11	"Mental retardation, autosomal dominant 30, 616083 (3), Autosomal dominant"
WDR37	"Neurooculocardiogenitourinary syndrome, 618652 (3), Autosomal dominant"
KLF6	"Gastric cancer, somatic, 613659 (3); Prostate cancer, somatic, 176807 (3)"
AKR1C2	"46XY sex reversal 8, 614279 (3), Autosomal recessive"
AKR1C4	"{46XY sex reversal 8, modifier of}, 614279 (3), Autosomal recessive"
IL2RA	"Immunodeficiency 41 with lymphoproliferation and autoimmunity, 606367 (3), Autosomal recessive; {Diabetes, mellitus, insulin-dependent, susceptibility to, 10}, 601942 (3)"
GATA3	"Hypoparathyroidism, sensorineural deafness, and renal dysplasia, 146255 (3), Autosomal dominant"
DHTKD1	"2-aminoadipic 2-oxoadipic aciduria, 204750 (3), Autosomal recessive; ?Charcot-Marie-Tooth disease, axonal, type 2Q, 615025 (3), Autosomal dominant"
OPTN	"{Glaucoma, normal tension, susceptibility to}, 606657 (3); Glaucoma 1, open angle, E, 137760 (3), Autosomal dominant; Amyotrophic lateral sclerosis 12, 613435 (3)"
PHYH	"Refsum disease, 266500 (3), Autosomal recessive"
FRMD4A	"?Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia, 616819 (3), Autosomal recessive"
DCLRE1C	"Omenn syndrome, 603554 (3), Autosomal recessive; Severe combined immunodeficiency, Athabascan type, 602450 (3), Autosomal recessive"
ITGA8	"Renal hypodysplasia/aplasia 1, 191830 (3), Autosomal recessive"
CUBN	"Megaloblastic anemia-1, Finnish type, 261100 (3), Autosomal recessive"
VIM	"Cataract 30, pulverulent, 116300 (3), Autosomal dominant"
CACNB2	"Brugada syndrome 4, 611876 (3)"
MLLT10	"Leukemia, acute myeloid, 601626 (3), Autosomal dominant, Somatic mutation"
PTF1A	"Pancreatic and cerebellar agenesis, 609069 (3), Autosomal recessive; Pancreatic agenesis 2, 615935 (3), Autosomal recessive"
MYO3A	"Deafness, autosomal recessive 30, 607101 (3), Autosomal recessive"
PDSS1	"Coenzyme Q10 deficiency, primary, 2, 614651 (3), Autosomal recessive"
ANKRD26	"Thrombocytopenia 2, 188000 (3), Autosomal dominant"
YME1L1	"?Optic atrophy 11, 617302 (3), Autosomal recessive"
ACBD5	"Retinal dystrophy with leukodystrophy, 618863 (3), Autosomal recessive"
RAB18	"Warburg micro syndrome 3, 614222 (3), Autosomal recessive"
ARMC4	"Ciliary dyskinesia, primary, 23, 615451 (3), Autosomal recessive"
WAC	"Desanto-Shinawi syndrome, 616708 (3), Autosomal dominant"
MTPAP	"?Spastic ataxia 4, autosomal recessive, 613672 (3), Autosomal recessive"
MAP3K8	"Lung cancer, somatic, 211980 (3)"
ZEB1	"Corneal dystrophy, posterior polymorphous, 3, 609141 (3); Corneal dystrophy, Fuchs endothelial, 6, 613270 (3)"
BMS1	"?Aplasia cutis congenita, nonsyndromic, 107600 (3), Autosomal dominant"
RET	"Multiple endocrine neoplasia IIB, 162300 (3), Autosomal dominant; Pheochromocytoma, 171300 (3), Autosomal dominant; Multiple endocrine neoplasia IIA, 171400 (3), Autosomal dominant; Medullary thyroid carcinoma, 155240 (3), Autosomal dominant; {Hirschsprung disease, protection against}, 142623 (3), Autosomal dominant; Central hypoventilation syndrome, congenital, 209880 (3), Autosomal dominant; {Hirschsprung disease, susceptibility to, 1}, 142623 (3), Autosomal dominant"
CXCL12	"{AIDS, resistance to}, 609423 (3)"
ALOX5	"{Atherosclerosis, susceptibility to} (3); {Asthma, diminished response to antileukotriene treatment in}, 600807 (3), Autosomal dominant"
MSMB	"{Prostate cancer, hereditary, 13}, 611928 (3)"
GDF2	"Telangiectasia, hereditary hemorrhagic, type 5, 615506 (3), Autosomal dominant"
RBP3	"?Retinitis pigmentosa 66, 615233 (3), Autosomal recessive"
